job_title,company_name,city,location,salary,salary_currency,seniority_level,experience_required,employment_type,remote_type,industry,education_required,has_equity,has_bonus,has_remote_benefits,skills_required,job_description,job_link,job_id,source_website,dedup_key,is_faang,cost_of_living_index,date_posted_raw,applicant_count,currency,company_rating,salary_estimate_type
Software Development Engineer,Amazon.com Services LLC,"San Francisco, CA, USA","Cupertino, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=65c8962fe1b3f0ca&bb=QxE3bi-WOGpx-Nu4mz7xPYbxz8A2tZqGyBMwwNyZ845udiJFKFxEBj1IZLJnd49_-K5h6izDsGO6o4qPOA9eHh8wBcFwu6D1bpmv1tfgNnJcPmdhEUbx93eE6yV6DWkW&xkcb=SoCz67M3lNFc7KgDM70BbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,65c8962fe1b3f0ca,Indeed,645e15cc07d1,0,105,,,USD,,
"Software Development Engineer, Security Platform","Twitch Interactive, Inc. - D48","San Francisco, CA, USA","San Francisco, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=f3c95b29dd5970c6&bb=QxE3bi-WOGpx-Nu4mz7xPXNa6DEPGP4-TOkfML9gjJvPYJUjzITBnbH-l4tEAQnJlxYN0oRT_-C4eneyx7OB2yTBhAj37uWgxAHbYGYZ78muPPRtJikJE_l_jyd_MrIq&xkcb=SoAH67M3lNFc7KgDM70AbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,f3c95b29dd5970c6,Indeed,392fb3f03990,0,105,,,USD,,
Senior Machine Learning Engineer - Energy,DNV,"San Francisco, CA, USA","Hybrid work in Oakland, CA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=079310cd3af87092&bb=pAoZuXoJMcX2mdeQ67bzMMM2mF9UGoZi4TFpXkSVWdmDGhTqDX4FYnP-fTDrEyvnL5s_dajQicsJu2JhRbAFog4NvzJPbhuFF8kS-zmQvKQFCexuM_q8Ig8X8mQteAjjFwI08TiyhJPMc_HnNk3HB7Bn-MbE1iDA&xkcb=SoDE67M3lNFNC1xwUZ0LbzkdCdPP&fccid=621355d16566db19&vjs=3,079310cd3af87092,Indeed,ded2ac2b9527,0,105,,,USD,,
"Data Scientist, Underwriting",Parafin,"San Francisco, CA, USA","Hybrid work in San Francisco, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=67b2a85586452abc&bb=Uby6bVI3BZrh5HAXney5CSgHQavxDzH32JOvVH0Yw3BcYdHJ_ePGSCznGWLmLS47M9gWb5kuiCso48FZJVuSduyJxalYiVknAF-Wqx4qJ78SOkgPDxiQ7RRVD_AA-9_2-iPhJxGqnpzJU1pTnLYtBw%3D%3D&xkcb=SoDL67M3lNE_h3gO1D0YbzkdCdPP&fccid=8283569e1fc3b279&vjs=3,67b2a85586452abc,Indeed,44432ddac3c3,0,105,,,USD,,
ML Research Scientist (Health & Sensing),Eight Sleep,"San Francisco, CA, USA","San Francisco, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=fda98a823ded4a21&bb=Uby6bVI3BZrh5HAXney5CZTzORfe-TaLyzaXsM8sbzEMZVKI3S7R_DPYIc1cZJvz3_qNSckUzJiMdaHj4KjFA0ENlCh2-wS8STeJRWUAUe5HhxC1b_KPurOFnCxzASFHpoJyQlXD6S9vLETnzyYQOg%3D%3D&xkcb=SoB_67M3lNE_h3gO1D0ZbzkdCdPP&fccid=c0b92dbdf1ad795f&vjs=3,fda98a823ded4a21,Indeed,f76ff28c854f,0,105,,,USD,,
"Applied Scientist II, Prime Video - Personalization and Discovery Science, Personalization and Discovery Science",Amazon.com LLC - A03,"Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=00aba8a971cd87ad&bb=VlBMkpqmMnbDwN2k4JYbpU3Uz0NFFWK-zTZ69mU7_DVzaluUy_eyVRhY06KBhXPZhRITWJuSDI-Mg9WWcS0O8eIm-SP5wd5eVnmNLeLThAadGp217NybyzdFeJeJqZXjj1uUwQQnldrpss2EQhWJfei5wtstkSVI&xkcb=SoCl67M3lNpxdOxWDh0KbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,00aba8a971cd87ad,Indeed,9e2ca7072682,0,88,,,USD,,
"Applied Scientist, AWS Applied AI Solutions","Amazon Web Services, Inc.","Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=0b6097cb9de3cf29&bb=QtfptQFsClqwCG4dFdhnY7kEQutqclfktsngchdtk8TVxmFccpiqucwn3WE1Iwq3p1Jh8wy041k48LoXdUAIFiudE7GRLx4cbsD8CFdfX5RxS-4j5xTjq5laj-Dfxl8u&xkcb=SoDZ67M3lNbBjhRSwh0ObzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,0b6097cb9de3cf29,Indeed,9c7c89d4b1fd,0,88,,,USD,,
"DS, Applied Science , Amazon",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=968b884c0d33c4c1&bb=QtfptQFsClqwCG4dFdhnY7903fpHHscBhBFwxVj6ACSmXMKxkRrtZUPJIxfTvTRr-akaooZnfUO4e51NFEjvyQp-hG9CvwRXVFLbDlw5oxG5wPHGEmNX0kZjihDo3x1b&xkcb=SoBE67M3lNbBjhRSwh0NbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,968b884c0d33c4c1,Indeed,09617891dd70,0,88,,,USD,,
"ML Engineer, GO-AI Technology & Development Team",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=d63f777776a86a30&bb=QtfptQFsClqwCG4dFdhnY7fOkq6n3UmrzkEyLxrxRwI71iXR69PdZBEZSXsBgRGEh4jpNxqo2gpT13aivAOBx-jI8rIuhah1TIwllLjVHnIpEiNI12ENNdYnhL8Fv1ZK&xkcb=SoDw67M3lNbBjhRSwh0MbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,d63f777776a86a30,Indeed,d5e5cfbd54d6,0,88,,,USD,,
"2026 Annapurna Labs at AWS, Early Career (US) - Machine Learning Systems & Silicon Innovation",Annapurna Labs (U.S.) Inc. - D63,"Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=56d5b3ada99f058f&bb=QtfptQFsClqwCG4dFdhnY7OEzJu84_LRt_x8a_gD8qkZbYtFc859XW_TQf8AY5k34DgvJ3FIJCvlPrxC5TWpbxm8hSCx8iNOTxkTrLSjYTrnAg1-4Rh9-oIFhBOKTJJb&xkcb=SoAZ67M3lNbBjhRSwh0DbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,56d5b3ada99f058f,Indeed,b0589cd71233,0,88,,,USD,,
"Principal Applied Scientist, Delivery Foundation Model",Amazon.com Services LLC,"Seattle, WA, USA","Bellevue, WA 98006 (Factoria area)",,USD,Staff (8+ years),8+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=e2fc876ae38eea4a&bb=QtfptQFsClqwCG4dFdhnY8maDtxcOkQcHuAULeBCEEJUoyAzfzEt_fDJHf0_1hlHzDHGTP8POHpD_8Eu897zTok_SXekdNvDwfK-dwIEEbVjwm1A3-hqfqXq416-EP5d&xkcb=SoCt67M3lNbBjhRSwh0CbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,e2fc876ae38eea4a,Indeed,56fafdc0223e,0,88,,,USD,,
"Senior Language Engineer, Artificial General Intelligence - Data Services",Amazon.com Services LLC,"Seattle, WA, USA","Bellevue, WA 98006 (Factoria area)",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=bb66e22a38d3ac1a&bb=QtfptQFsClqwCG4dFdhnY7fx1Dr2OHtWDyI8lOTG-1Zst6hlGSNK2zoH0bdhmEtjE7s1QSsjEM27RWoBjlqs-DAClHprfuHSlqE5D4oTboVEMdXBOruTjUgEhbgDP1aR&xkcb=SoAw67M3lNbBjhRSwh0BbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,bb66e22a38d3ac1a,Indeed,51f96199f96f,0,88,,,USD,,
"Software Development Engineer, Nitro SSD","Amazon Web Services, Inc.","San Francisco, CA, USA","Cupertino, CA",,USD,,,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=0a34dd395fed01e4&bb=QxE3bi-WOGpx-Nu4mz7xPVNqByt7M0rh4JEZSU3-sC2AqSp4ILPdD75MnIoruKezl0LJv_HJfB9RESdS65zZVTbMj7SyifYkoMTTPPP6qbCFIJsF6p1LuMThAIylO1lw&xkcb=SoAU67M3lNFc7KgDM70EbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,0a34dd395fed01e4,Indeed,f5f64ae62396,0,105,,,USD,,
"Senior Domain Expert Lead- STEM (Contract), AGI - Data Services",Amazon.com Services LLC,"Seattle, WA, USA","Bellevue, WA 98006 (Factoria area)",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=7ac89ab427d915fc&bb=QtfptQFsClqwCG4dFdhnY8_5TZTdbELyQld-0ECmoCLE_cy_iNcLzsU6D7I6o5CBYMHHWEOtxMok7YC0UG-eEvEyoR9OhYgxQACVQjxyV-SKqV_gf5zTCwsuIlMXmczE&xkcb=SoCE67M3lNbBjhRSwh0AbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,7ac89ab427d915fc,Indeed,f1af4c519275,0,88,,,USD,,
"Sr. Manager, Applied Science, Sponsored Products and Brands",Amazon Advertising LLC,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=be6f6ef51cbf9757&bb=QtfptQFsClqwCG4dFdhnY7fx1Dr2OHtWKDj7v-avydiElRHk9jAfpVhobe54yGcbDOGwhpOmlhy6JLTCy6wqUoGJUDW42sIQIx6tmzyRxzt5-DrLp6xhJVAXHouGMAdF&xkcb=SoC-67M3lNbBjhRSwh0GbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,be6f6ef51cbf9757,Indeed,d92d7883a4e5,0,88,,,USD,,
"Applied Scientist III, Sponsored Products and Brands",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=ac914f4141398563&bb=QtfptQFsClqwCG4dFdhnY4AZ-uaycse31hTL14GisO_UeHXGlL4H8yLaK8svTkdek42EWI9xQx4JxdStM9wsa0QzDwjT8kiKihhh3deFgm0E8es6YZfxPE9kpIZdt7qT&xkcb=SoAj67M3lNbBjhRSwh0FbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,ac914f4141398563,Indeed,dcf54c0f9f31,0,88,,,USD,,
"Sr. Applied Scientist, Prime Video - Personalization and Discovery Science",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=e527420b9ef7ab21&bb=VlBMkpqmMnbDwN2k4JYbpezoP9prxTCHpisl1NBSW9EKFYOcBSK2DmiE8H_aXu23NNfV8ShtVkraVY2mVaRfU1PsdOR5Pno8Eky6ZWl7M5ZvRxQQsFcrebXQ7GafjSDqr0D7JwHhYt8jwkH3U6ZsgjJLdh8-gS_W&xkcb=SoA467M3lNpxdOxWDh0JbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,e527420b9ef7ab21,Indeed,26b470a03fd0,0,88,,,USD,,
Machine Learning Engineer (Foundation Models & Personalization),Eight Sleep,"San Francisco, CA, USA","San Francisco, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=6f898302d610a464&bb=Uby6bVI3BZrh5HAXney5Caq1WJIlYbdSEYIlFXacjNECggrjnUoZpaSqvGvpuzeDzkm9hoOrI7hbao9kEqwkuju9hgoqnf7PoVZ5L5JpA0M9yLJGsBrMhgDEmk-tYrxUFl3YKt0Y8RCd0r4G0Mi_2g%3D%3D&xkcb=SoDi67M3lNE_h3gO1D0abzkdCdPP&fccid=c0b92dbdf1ad795f&vjs=3,6f898302d610a464,Indeed,665c0c3e872b,0,105,,,USD,,
"Sr. Applied Scientist, Amazon Advertising",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=0833d3fa1d9d799e&bb=VlBMkpqmMnbDwN2k4JYbpWByLD2HZwN11riIybRIuM2qKoXWi5JlvGY_iDMVn-iooQ1kX6_Dent3l4tOZb9_dMxgnu0Jn_rWMKDN5GW2fVuzyS1Uhb5vvPxaQZbHVVze1T2_orqhFilL5JpUk3rCUwx8lErVXFnF&xkcb=SoCM67M3lNpxdOxWDh0IbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,0833d3fa1d9d799e,Indeed,3d20e3e939c7,0,88,,,USD,,
"Firmware Engineer, Annapurna Labs, ML Acceleration - Performance Instrumentation & Developer Tools",Annapurna Labs (U.S.) Inc.,"Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=8c75fba71c9fd530&bb=VlBMkpqmMnbDwN2k4JYbpcoqWhuQmzpyF5EH2G7UBC2UcsAgd2elEeW1IfXBxGf4A3qDvfoAIQnXuyCC09tPoExEqwa9A8mAVSOH2mU_GWESu52XXhm97HqRVdeOXESkO-BwVNiy2x9kqeoYsJ1_EkEa-j_r8aNO&xkcb=SoAC67M3lNpxdOxWDh0PbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,8c75fba71c9fd530,Indeed,a23697ba2601,0,88,,,USD,,
"Sr. Firmware Engineer, Annapurna Labs, Machine Learning Acceleration - Power and Performance",Annapurna Labs (U.S.) Inc.,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=71784e453a3f023b&bb=VlBMkpqmMnbDwN2k4JYbpcSmwR9_PX-mjA2fJoZmqac7L508WkMGSfcTJ-gsP1MhY_6G1L4QJGZoac3G6-zyyvJuInqKeCS2D_-fgDlxFIEIhZ6jLq-T3tgf9snTXfmN5cyUaOjYs--thpo9PjgPjIp5J7eXYFa6&xkcb=SoC267M3lNpxdOxWDh0ObzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,71784e453a3f023b,Indeed,a98fbb3b66a4,0,88,,,USD,,
"Sr Software Dev Engineer, Machine Learning, Sponsored Products and Brands Ads Response Prediction",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=e5843b9647bb23d4&bb=VlBMkpqmMnbDwN2k4JYbpeILAmB0d5-0k2a7dprx0Z8JB5XpOuX4U8PsRZGfsoPi31AKJsXsXyKhzfxR2RXvgnkhkf0iKQrMJBKmjCD0ZBxnHv4QZmhST5Q3LzVus0msVvjEirRTPNtmVFbH9eUvphJdHMHqtZ8s&xkcb=SoAr67M3lNpxdOxWDh0NbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,e5843b9647bb23d4,Indeed,fe7e02c39a77,0,88,,,USD,,
"Senior Applied Science Manager, Amazon Sponsored Products & Brands",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=b7a9155e26d41feb&bb=VlBMkpqmMnbDwN2k4JYbpZVUk1iU44jHJBzYjA-Qfj5Dr0-ED2uE5zTGYs4F6hJ6r5i0qi6ziq6ccKW4s4bFQnjjtzWIrVMgxMjxXGZHjQRWBYvuxJwiD9LRy6DtBgWpYV8zy0C47A7GYzYifU3tn4jD6FkcnOli&xkcb=SoCf67M3lNpxdOxWDh0MbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,b7a9155e26d41feb,Indeed,44f32b257e31,0,88,,,USD,,
"Systems Development Eng (AWS Generative AI & ML Servers), AWS Hardware Engineering Accelerators","Amazon Web Services, Inc.","Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=04b35b73e4be5e8c&bb=VlBMkpqmMnbDwN2k4JYbpUtlP4Ma2QJrzUwhAN5YOUgk7Zk6Sk56EurhY-wk_88XftqdmPhVwcHxWMI2bquqjPJBvEkCB_iT9W1joRHXt93mZwUp--jY2-E_vWHU4OSL-LT1pXHBiMxIH6UokhjNi4IMMBQKEUY-&xkcb=SoB267M3lNpxdOxWDh0DbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,04b35b73e4be5e8c,Indeed,4c6d1a32239e,0,88,,,USD,,
"Sr. Cloud Hardware Dev Engineer (AWS Generative AI & ML Servers), AWS Generative AI & ML Servers","Amazon Web Services, Inc.","Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=caf1ab20b6bd5577&bb=VlBMkpqmMnbDwN2k4JYbpR0k4sb5Psmhzwcz8IFws7ZSPOZxlhpxNWCjDFq7RRJNAycQFRn1QDii9xtNf8VGYxtXuHlhV6r4tiYON6e3zNVQVatQQOon7bP8HWHc8Fc7vr-YUW0x0DVNXVldO1sCIGnXmbwV6QD0&xkcb=SoDC67M3lNpxdOxWDh0CbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,caf1ab20b6bd5577,Indeed,6de9e72e83f3,0,88,,,USD,,
"Principal Applied Scientist, Measurement, AdTech and Data Science, Ads Performance Measurement",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Staff (8+ years),8+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=0a1f519949b0e5bf&bb=QtfptQFsClqwCG4dFdhnY9VsMQ7qc1Kcc-IEglHVip7yH5tAXj2NP9hmMEun9PfulTeiT5stGsjR4hjly6Pb8gh1ngfm1_ex-Y66RcOmEgzsMqx8tiGKiVBfOGuEjHDS&xkcb=SoAK67M3lNbBjhRSwh0HbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,0a1f519949b0e5bf,Indeed,cf4baa7024ee,0,88,,,USD,,
"Senior Software Development Engineer - BIOS, AWS Hardware Engineering, Firmware Development","Amazon Web Services, Inc.","San Francisco, CA, USA","Cupertino, CA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=12f11fb4196307cb&bb=QxE3bi-WOGpx-Nu4mz7xPeSed6lGC321GWJTDYmeb1btCfRH1C1E_SJHUZDRCb66sHLd605j_F3tiWP8oPVK3P4IMJKkhDRowatW2gGh7o8PPoQWszMXsBud6uK2jPOm&xkcb=SoA967M3lNFc7KgDM70GbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,12f11fb4196307cb,Indeed,4db3e2917c6e,0,105,,,USD,,
"Research DevOps Engineer, Software, Center for Quantum Computing","Amazon Development Center U.S., Inc. - B02","San Francisco, CA, USA","San Francisco, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=27b1762a4aa8daab&bb=QxE3bi-WOGpx-Nu4mz7xPTJzN7FiYLYhpeSw7UgNTic0vD_NTrKf5-xs-LC6MtEhFd6iOXOdpnVythCzhM4U9PCLUQmXj8gEQArIkhahao0qEFmeqscoCoeVKCA03faB&xkcb=SoCJ67M3lNFc7KgDM70HbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,27b1762a4aa8daab,Indeed,aa36eddd985e,0,105,,,USD,,
"Database Developer (Oracle Forms,pl/sql,Perl Scrpt)",Atlantis IT group,"Toronto, Canada","Toronto, ON M5A 3N7",,CAD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://ca.indeed.com/rc/clk?jk=563a786b58268688&bb=COAiVlkE47T5n-h1Hs0iLxlGq7axruz0MO8S3VzhXE4-PEnt8fCtT_U_DfJkLc5heTmS1YQdMbKv2btmq5lz5mPRdYbFSctEj66wcmgngq5vcJ6k12tWoTBSyHRQQoHd&xkcb=SoDs67M3lNsTPrADM70EbzkdCdPP&fccid=2009855d38d34a84&vjs=3,563a786b58268688,Indeed,14baf2aaf322,0,78,,,CAD,,
"Full Stack Software Engineer, AutoSync",AutoTrader.ca,"Toronto, Canada","Toronto, ON",,CAD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://ca.indeed.com/rc/clk?jk=bef7c34bd5bb5fca&bb=COAiVlkE47T5n-h1Hs0iLxJTD5br2aPnd-1Uir6Y58oWs2kmc2hYUhZc32WIo64C2PRo6Hc2TFcnLSaDwERNGacZlGkOeTRY331yYcllgf-rPsHO-y2ECkhIBTRHlv4oPA20YZn0pEI%3D&xkcb=SoDF67M3lNsTPrADM70GbzkdCdPP&fccid=b3568b43a02940b1&vjs=3,bef7c34bd5bb5fca,Indeed,d8de42aec08c,0,78,,,CAD,,
Senior Machine Learning Engineer - Energy,DNV,"New York, NY, USA","Hybrid work in New York, NY",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=e4aff12f1bcf2fce&bb=2Lpgv48ejf9Ek48Gt0kcFsOGT2AxeWvtT9uKQkAK-9oj-7ioelEgEMSz_zh3O1HcyrQAOj5qzcueNOAKg6P9uM4-9DtNjf-J4fYcOdarMLhRTyK_HOzMHTbr7048y_Zo&xkcb=SoCj67M3lNDyQKRXRh0LbzkdCdPP&fccid=621355d16566db19&vjs=3,e4aff12f1bcf2fce,Indeed,75c5c75c1e2d,0,100,,,USD,,
Senior Data Scientist,Risk Solutions,"London, UK",London,,GBP,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://uk.indeed.com/rc/clk?jk=5581b7e833494535&bb=BIG_FIAKxfeSg_rAwGIeekXMLxI1uDLfon_76F21ndUU_J0zdzQIkVPCFQpOl3r8asJQBNoCpS_zwK3UCbrTL9lgCfiJ-206Kf5naS5-Am9nhsECskBGPFqAy4NkMbsp&xkcb=SoBF67M3lNqqeZTN3p0QbzkdCdPP&fccid=7ccf974641301fb6&vjs=3,5581b7e833494535,Indeed,e34277662bf7,0,90,,,GBP,,
"Cloud Hardware Dev Engineer (AWS Generative AI & ML Servers), AWS Generative AI & ML Servers",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=1789dd2cf3f44cbe&bb=VlBMkpqmMnbDwN2k4JYbpUJVqWRWRqi0OEeYnp_jR101AI8B3e_pZ-8RyiQVZoA7o7lm_7YeRNobAVW4LnpyRxhV3gxhUhXgp5DZwWWiL8jX2J3aRwdU19q3CQyCYYADFqiJkC-XK86AyqMlFUS937o8vUSySTnE&xkcb=SoBM67M3lNpxdOxWDh0FbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,1789dd2cf3f44cbe,Indeed,d3a2faca879d,0,88,,,USD,,
Software Engineer I,Chewy,"Seattle, WA, USA","Bellevue, WA 98005 (Wilburton area)",,USD,Entry Level (0-2 years),0-2 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=e051561e5ac13d96&bb=ktzBgpQUcn9golT0IrcedMZOHRFa76Ru4bS9L76WaWO8X2o59xysHNjXSP2s0NldpqRJ21ze_ft975eGSrnHlW1PPtmYEamdGe3IXmze8Pdm6DTwAVCKO84atvVcji99RRt5wxpsO5mLk-BfgbrRTw1PNuTcnu3k&xkcb=SoDI67M3lNqAfDAO1D0LbzkdCdPP&fccid=b6add0e6a71f1008&vjs=3,e051561e5ac13d96,Indeed,2eea3b76b7a5,0,88,,,USD,,
"Senior Embedded Software Engineer, Amazon Leo Digital RF Systems",Amazon Kuiper Manufacturing Enterprises LLC,"Seattle, WA, USA","Redmond, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=75a0729cfc91ede9&bb=ktzBgpQUcn9golT0IrcedFw3fMAYql1dU4O7-hm4ld7dMnqifWut6P1TIUhnbpgY7kgJYURJYnG7CokMWjflhRfraGNFSZ9Lg3YD7bNv0SaaVm3JZLoVvQRl6xHqfoLLEiHOwhMSvDk-BhhJTfItiw%3D%3D&xkcb=SoB867M3lNqAfDAO1D0KbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,75a0729cfc91ede9,Indeed,d93506db4cde,0,88,,,USD,,
Sr. SDE - CPLD / FPGA,"Amazon Data Services, Inc.","Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=e102b9553232d19f&bb=ktzBgpQUcn9golT0IrcedLdMmuC9d8hG0uFL0e6mu-q1xdTDRnO_faPyMv7bnYHgYGDtLsZzcGdAjsPspJgajN_2RkzRbWi47-Pj73osfAv3nspkaoPL5I7cKMa8HOjKjCco37Z36p1wpP9LLUarLg%3D%3D&xkcb=SoDh67M3lNqAfDAO1D0JbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,e102b9553232d19f,Indeed,6c3b4dcc9e43,0,88,,,USD,,
"Senior Software Development Engineer - BIOS, AWS Hardware Engineering, Firmware Development","Amazon Web Services, Inc.","Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=56f07d69174641a5&bb=ktzBgpQUcn9golT0IrcedI_bHBz0QkpuRUJOwuI5Hy0D_l3ex93RZAetPldVXJdmzRry8U2e-et2v63B2bpp-kV9tQk9xht8soH1yDWfLzXuED78NB3H-qKvBYYM2ovj-w3gvNhnhrsbJqoyG8JCLQ%3D%3D&xkcb=SoBV67M3lNqAfDAO1D0IbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,56f07d69174641a5,Indeed,afe2da3cb486,0,88,,,USD,,
"IT Application Development Engineer II, AWS Marketing","Amazon Web Services, Inc.","Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=5877d34281f4a320&bb=ktzBgpQUcn9golT0IrcedLdMmuC9d8hGlk_az2iMa2w7I7e48VpKTTbxJ6nRHAqsqecZlMVb5GOd8Dhd2Ph4U5M0pMujInfwTtH-5pkfj_Xv-YSbFTUirnXT3g3pFW6x7l2zqSps492lpfjqxy6iAw%3D%3D&xkcb=SoDb67M3lNqAfDAO1D0PbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,5877d34281f4a320,Indeed,519d37f460e7,0,88,,,USD,,
